Level,Date and Time,Source,Event ID,Message,Threshold
Information,13-02-2025 23:28:22,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages eams wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:28:22,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages eams wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:28:21,Microsoft-Windows-Kernel-General,16,he access history in hive ystem tore achine schema dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:28:21,Microsoft-Windows-Kernel-General,16,he access history in hive ystem config was cleared updating keys and creating modified pages,
Warning,13-02-2025 23:28:05,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal aunch permission for the erver application with indows ecurity enter sc ata rotection and navailable to the user from address ocal ost sing running in the application container navailable navailable his security permission can be modified using the omponent ervices administrative tool,
Warning,13-02-2025 23:27:50,Microsoft-Windows-DNS-Client,1014,ame resolution for the name config edge skype com timed out after none of the configured servers responded lient,
Information,13-02-2025 23:26:57,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows erminal wekyb d bbwe ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:26:57,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows erminal wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:26:52,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages hats pp esktop cv g gvanyjgm ettings settings dat was cleared updating keys and creating modified pages,
Warning,13-02-2025 23:26:51,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal ctivation permission for the erver application with { } and { } to the user a skar nikha from address ocal ost sing running in the application container icrosoft indows lient eb xperience x cw n h txyewy navailable his security permission can be modified using the omponent ervices administrative tool,
Information,13-02-2025 23:26:44,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft roker lugin cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:26:44,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages microsoftwindows client cbs cw n h txyewy dat was cleared updating keys and creating modified pages,
Information,13-02-2025 23:26:44,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft indows lient eb xperience cw n h txyewy ystem pp ata elium ache eba e dat was cleared updating keys and creating modified pages,
Warning,13-02-2025 23:26:41,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal ctivation permission for the erver application with { } and { } to the user from address ocal ost sing running in the application container navailable navailable his security permission can be modified using the omponent ervices administrative tool,
Information,13-02-2025 23:26:41,Microsoft-Windows-Winlogon,7001,ser ogon otification for ustomer xperience mprovement rogram,
Information,13-02-2025 23:26:39,TPM,17,he rusted latform odule hardware failed to execute a command,
Error,13-02-2025 23:26:36,ACPI,13,he embedded controller did not respond within the specified timeout period his may indicate that there is an error in the hardware or firmware or that the is accessing the incorrectly ou should check with your computer manufacturer for an upgraded n some situations this error may cause the computer to function incorrectly,0.8
Information,13-02-2025 23:26:33,Microsoft-Windows-TPM-WMI,1038,re attestation health checks confirm that the device is expected to pass attestation lease see ogs easured oot json for detailed information on what checks were made,
Information,13-02-2025 23:26:33,Microsoft-Windows-TPM-WMI,1041,re attestation health check detailed information { ersion ealth tatus ttestable equired { ield pm resent alue true esired alue true} { ield pm eets inimum ersion alue true esired alue true} { ield pm s esponsive alue true esired alue true} { ield k ert s vailable alue true esired alue true} { ield cg og ound alue true esired alue true} xpected { ield crs atch cg og alue true esired alue true} nformational { ield ecure oot nabled alue rom omputer true alue rom cg og true esired alue true cg alue s erifiable true} { ield irtual ecure emory alue rom omputer false alue rom cg og false esired alue true cg alue s erifiable true} { ield ecure ore ompliant alue rom omputer false alue rom cg og false esired alue true cg alue s erifiable true} },
Information,13-02-2025 23:26:32,Microsoft-Windows-Power-Troubleshooter,1,he system has returned from a low power state leep ime ake ime ake ource nknown,
Information,13-02-2025 23:26:32,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason in oot d,
Information,13-02-2025 23:26:32,Microsoft-Windows-Kernel-General,16,he access history in hive evice arddisk olume icrosoft oot was cleared updating keys and creating modified pages,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason x ransition oot d,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Boot,32,he bootmgr spent ms waiting for user input,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Boot,18,here are x boot options on this system,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Boot,27,he boot type was x,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Boot,25,he boot menu policy was x,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Boot,30,he firmware reported boot metrics,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-Power,105,ower source change,
Information,13-02-2025 23:26:31,Microsoft-Windows-Kernel-General,1,he system time has changed to from ime elta ms hange eason ystem time synchronized with the hardware clock rocess time urrent time zone bias time is in false ystem time was based on time false,
Information,12-02-2025 23:51:38,Microsoft-Windows-Kernel-Power,107,he system has resumed from sleep,
Information,13-02-2025 23:26:31,EventLog,6013,he system uptime is seconds,
Information,12-02-2025 23:51:37,Microsoft-Windows-Kernel-Power,42,he system is entering sleep leep eason pplication,
Information,12-02-2025 23:51:36,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason creen ff race eriod oot d,
Information,12-02-2025 23:51:36,Microsoft-Windows-Kernel-Power,187,ser mode process attempted to change the system state by calling et uspend tate or et ystem ower tate s,
Information,12-02-2025 23:51:36,Win32k,267,ouch ouchpad ardware uality ssurance verification succeeded,
Information,12-02-2025 23:51:35,User32,1074,he process system winlogon exe has initiated the power off of computer on behalf of user for the following reason o title for this reason could be found eason ode x ff hutdown ype power off omment,
Information,12-02-2025 23:51:20,Microsoft-Windows-TPM-WMI,1282,he device identifier has been generated,
Information,12-02-2025 23:51:12,Microsoft-Windows-TPM-WMI,1041,re attestation health check detailed information { ersion ealth tatus ttestable equired { ield pm resent alue true esired alue true} { ield pm eets inimum ersion alue true esired alue true} { ield pm s esponsive alue true esired alue true} { ield k ert s vailable alue true esired alue true} { ield cg og ound alue true esired alue true} xpected { ield crs atch cg og alue true esired alue true} nformational { ield ecure oot nabled alue rom omputer true alue rom cg og false esired alue true cg alue s erifiable true} { ield irtual ecure emory alue rom omputer false alue rom cg og false esired alue true cg alue s erifiable true} { ield ecure ore ompliant alue rom omputer false alue rom cg og false esired alue true cg alue s erifiable true} },
Information,12-02-2025 23:51:12,TPM,18,his event triggers the rusted latform odule provisioning status check to run,
Information,12-02-2025 23:51:12,Service Control Manager,7026,he following boot start or system start driver s did not load dam,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http rdp tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve https rdp tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http v tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve https v tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http apps tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http erver tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve https sra { b } tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http wsman tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve https wsman tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve https tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-HttpService,112,ttempted to reserve http emporary isten ddresses tatus x rocess d x xecutable path ser,
Information,12-02-2025 23:51:10,Microsoft-Windows-DHCPv6-Client,51046,v client service is started,
Information,12-02-2025 23:51:09,Microsoft-Windows-Dhcp-Client,50103,v client registered for shutdown notification,
Information,12-02-2025 23:51:09,Microsoft-Windows-Directory-Services-SAM,16983,he security account manager is now logging periodic summary events for remote clients that call legacy password change or set methods or more information please see https go microsoft com fwlink linkid,
Information,12-02-2025 23:51:09,Microsoft-Windows-Directory-Services-SAM,16977,he domain is configured with the following minimum password length related settings inimum assword ength elax inimum assword ength imits inimum assword ength udit or more information see https go microsoft com fwlink ink d,
Information,12-02-2025 23:51:09,Microsoft-Windows-Directory-Services-SAM,16962,emote calls to the database are being restricted using the default security descriptor or more information please see http go microsoft com fwlink ink d,
Information,12-02-2025 23:51:09,LsaSrv,6156,redential uard auto enablement status ardware equirements for irtualization ased ecurity omain oined zure oined icensed for redential uard omain ontroller,
Information,12-02-2025 23:51:09,Microsoft-Windows-Wininit,12,exe was started as a protected process with level,
Information,12-02-2025 23:51:09,Microsoft-Windows-Wininit,14,redential uard configuration egistry onfiguration x est onfiguration uto nablement,
Information,12-02-2025 23:50:56,Microsoft-Windows-Kernel-General,24,he time zone information was refreshed with exit reason urrent time zone bias is,
Information,12-02-2025 23:50:56,Microsoft-Windows-Ntfs,98,olume olume{d ce ce d b c ec e fa b d} evice arddisk olume is healthy o action is needed,
Information,12-02-2025 23:50:56,Microsoft-Windows-Ntfs,98,olume evice arddisk olume is healthy o action is needed,
Information,12-02-2025 23:50:53,Microsoft-Windows-Kernel-Power,521,ctive battery count change,
Information,12-02-2025 23:50:53,Microsoft-Windows-Kernel-Processor-Power,55,rocessor in group exposes the following power management capabilities dle state type dle tates state s erformance state type ollaborative rocessor erformance ontrol ominal requency z aximum performance percentage inimum performance percentage inimum throttle percentage,
Information,12-02-2025 23:50:52,Microsoft-Windows-Kernel-Power,172,onnectivity state in standby isconnected eason compliance,
Critical,12-02-2025 23:50:52,Microsoft-Windows-Kernel-Power,41,he system has rebooted without cleanly shutting down first his error could be caused if the system stopped responding crashed or lost power unexpectedly,0.6
Information,12-02-2025 23:50:52,Microsoft-Windows-Kernel-Power,125,thermal zone has been enumerated ms minimum throttle,
Information,12-02-2025 23:51:09,EventLog,6005,he vent log service was started,
Information,12-02-2025 23:51:09,EventLog,6009,icrosoft indows ultiprocessor ree,
Error,12-02-2025 23:51:09,EventLog,6008,he previous system shutdown at on was unexpected,0.8
Information,12-02-2025 23:50:50,Microsoft-Windows-HAL,16,fault reporting has been initialized,
Information,12-02-2025 23:50:50,Microsoft-Windows-Kernel-General,20,he leap second configuration has been updated eason eap second data initialized from registry during boot eap seconds enabled true ew leap second count ld leap second count,
Information,12-02-2025 23:50:50,Microsoft-Windows-Kernel-Boot,238,time zone bias aylight flags irmware time,
Information,12-02-2025 23:50:50,Microsoft-Windows-Kernel-Boot,153,irtualization based security policies is disabled,
Information,12-02-2025 23:50:50,Microsoft-Windows-Kernel-General,12,he operating system started at system time,
Information,11-02-2025 22:58:01,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft utlook or indows wekyb d bbwe ystem pp ata elium ache c cbc abf b dat was cleared updating keys and creating modified pages,
Information,11-02-2025 22:57:59,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason nput ccelerometer oot d,
Information,11-02-2025 22:17:01,Microsoft-Windows-Kernel-General,1,he system time has changed to from ime elta ms hange eason n application or system component changed the time rocess evice arddisk olume indows ystem svchost exe time urrent time zone bias time is in false ystem time was based on time false,
Information,11-02-2025 22:17:01,Microsoft-Windows-Time-Service,35,he time service is now synchronizing the system time with the time source time windows com x ntp m x with reference id urrent local stratum number is,
Information,11-02-2025 21:46:10,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update icrosoft our hone,
Information,11-02-2025 21:45:59,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages icrosoft our hone x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,11-02-2025 19:49:08,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason ession nlock oot d,
Warning,11-02-2025 18:30:29,Microsoft-Windows-DNS-Client,1014,ame resolution for the name catalog gamepass com timed out after none of the configured servers responded lient,
Warning,11-02-2025 11:05:13,Microsoft-Windows-DNS-Client,1014,ame resolution for the name beacons gcp gvt com timed out after none of the configured servers responded lient,
Warning,10-02-2025 22:56:35,Microsoft-Windows-DNS-Client,1014,ame resolution for the name signaler pa youtube com timed out after none of the configured servers responded lient,
Information,10-02-2025 18:56:34,Service Control Manager,7045,service was installed in the system ervice ame p sl e ac ervice ile ame rogram ata icrosoft indows efender efinition pdates { } p sl rv sys ervice ype kernel mode driver ervice tart ype demand start ervice ccount,
Information,10-02-2025 18:55:55,Volsnap,33,he oldest shadow copy of volume was deleted to keep disk space usage for shadow copies of volume below the user defined limit,
Warning,10-02-2025 17:16:19,Microsoft-Windows-DNS-Client,1014,ame resolution for the name t s ring msedge net timed out after none of the configured servers responded lient,
Information,10-02-2025 17:14:38,Microsoft-Windows-Kernel-Power,566,he system session has transitioned from to eason olicy hange oot d,
Information,10-02-2025 01:40:47,Microsoft-Windows-Winlogon,7002,ser ogoff otification for ustomer xperience mprovement rogram,
Information,10-02-2025 01:40:45,User32,1074,he process xplorer has initiated the power off of computer on behalf of user a skar nikha for the following reason ther nplanned eason ode x hutdown ype power off omment,
Information,10-02-2025 01:09:08,Microsoft-Windows-Kernel-General,16,he access history in hive ervice rofiles etwork ervice pp ata ocal icrosoft indows elivery ptimization tate dosvc tate dat was cleared updating keys and creating modified pages,
Warning,10-02-2025 01:08:48,Microsoft-Windows-DNS-Client,1014,ame resolution for the name ln ring msedge net timed out after none of the configured servers responded lient,
Information,10-02-2025 01:07:07,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows indows pps icrosoft aming ervices x wekyb d bbwe ache a c dat was cleared updating keys and creating modified pages,
Information,10-02-2025 01:07:06,Microsoft-Windows-Kernel-General,16,he access history in hive pp ompat rograms mcache hve was cleared updating keys and creating modified pages,
Information,10-02-2025 01:07:05,Microsoft-Windows-Kernel-General,16,he access history in hive ystem oot ystem onfig bbimigrate was cleared updating keys and creating modified pages,
Information,10-02-2025 01:07:05,Microsoft-Windows-Kernel-General,16,he access history in hive ervice rofiles ocal ervice was cleared updating keys and creating modified pages,
Information,10-02-2025 01:07:05,Microsoft-Windows-Kernel-General,16,he access history in hive ystem oot ystem onfig was cleared updating keys and creating modified pages,
Information,10-02-2025 01:07:05,Microsoft-Windows-Kernel-General,16,he access history in hive ervice rofiles etwork ervice was cleared updating keys and creating modified pages,
Information,10-02-2025 01:06:58,Microsoft-Windows-Kernel-General,15,ive ystem oot ystem onfig was reorganized with a starting size of bytes and an ending size of bytes,
Information,09-02-2025 14:06:59,Microsoft-Windows-Kernel-General,13,he operating system is shutting down at system time,
Information,09-02-2025 14:06:58,Microsoft-Windows-Kernel-Power,577,he system has prepared for a system initiated reboot from ctive,
Information,09-02-2025 14:06:56,Microsoft-Windows-Kernel-Power,109,he kernel power manager has initiated a shutdown transition ction ower ction hutdown ff vent ode x eason ernel,
Information,09-02-2025 14:06:51,Microsoft-Windows-Dhcp-Client,50037,v client service is stopped hut own lag value is,
Information,09-02-2025 14:06:51,Microsoft-Windows-Dhcp-Client,50106,v is waiting on v service to stop,
Information,09-02-2025 14:06:51,Microsoft-Windows-DHCPv6-Client,51057,v client service stop is almost done ontext ef count is,
Information,09-02-2025 14:06:51,Microsoft-Windows-Dhcp-Client,50105,v client rocess equest orever received,
Error,09-02-2025 14:06:51,Microsoft-Windows-DeviceAssociationService,3503,evice ssociation ervice detected an endpoint discovery failure,0.8
Information,09-02-2025 14:06:51,Microsoft-Windows-Dhcp-Client,50104,v client received shutdown notification,
Information,09-02-2025 14:06:51,EventLog,6006,he vent log service was stopped,
Warning,09-02-2025 12:37:36,Microsoft-Windows-DNS-Client,1014,ame resolution for the name www youtube com timed out after none of the configured servers responded lient,
Warning,09-02-2025 11:47:01,Microsoft-Windows-DNS-Client,1014,ame resolution for the name rr sn cvh kn s googlevideo com timed out after none of the configured servers responded lient,
Warning,09-02-2025 10:35:24,Microsoft-Windows-Time-Service,134,tp lient was unable to set a manual peer to use as a time source because of resolution error on time windows com x tp lient will try again in minutes and double the reattempt interval thereafter he error was o such host is known x,
Information,08-02-2025 22:31:25,Microsoft-Windows-Kernel-Power,42,he system is entering sleep leep eason attery,
Information,08-02-2025 22:31:23,Microsoft-Windows-Kernel-Power,524,ritical attery rigger et,
Warning,08-02-2025 22:19:41,Microsoft-Windows-DNS-Client,1014,ame resolution for the name rr sn cvh kn d googlevideo com timed out after none of the configured servers responded lient,
Error,08-02-2025 20:43:03,Microsoft-Windows-WindowsUpdateClient,20,nstallation ailure indows failed to install the following update with error x,0.8
Information,08-02-2025 20:43:03,Microsoft-Windows-WindowsUpdateClient,43,nstallation tarted indows has started installing the following update,
Information,08-02-2025 20:43:02,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata icrosoft indows pp epository ackages microsoft windowscommunicationsapps x wekyb d bbwe ctivation tore dat was cleared updating keys and creating modified pages,
Information,08-02-2025 20:13:27,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft ock pp cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Warning,08-02-2025 19:23:07,Microsoft-Windows-DistributedCOM,10016,he application specific permission settings do not grant ocal ctivation permission for the erver application with { } and { } to the user a skar nikha from address ocal ost sing running in the application container icrosoft utlook or indows x wekyb d bbwe navailable his security permission can be modified using the omponent ervices administrative tool,
Information,08-02-2025 19:13:01,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft une ideo wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:13:37,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft box aming verlay wekyb d bbwe ystem pp ata elium ache e f d dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:13:37,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft box aming verlay wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:10:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows lient eb xperience cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:10:20,Microsoft-Windows-Kernel-General,16,he access history in hive rogram ata ackages icrosoft idgets latform untime wekyb d bbwe ystem pp ata elium ache f ec b ae dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:10:20,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft idgets latform untime wekyb d bbwe ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:10:20,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft idgets latform untime wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:09:00,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft our hone wekyb d bbwe ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:09:00,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft our hone wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:50,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages odaapp bn s v tep y ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:31,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft aming pp wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:23,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages microsoft windowscommunicationsapps wekyb d bbwe ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:21,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows tart enu xperience ost cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:20,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows lient cw n h txyewy ettings settings dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:20,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows lient eb xperience cw n h txyewy ystem pp ata elium ser lasses dat was cleared updating keys and creating modified pages,
Information,08-02-2025 18:07:20,Microsoft-Windows-Kernel-General,16,he access history in hive sers nikha pp ata ocal ackages icrosoft indows lient eb xperience cw n h txyewy ystem pp ata elium ser dat was cleared updating keys and creating modified pages,
